student_id,content_id,activity,score,time_spent,feedback,timestamp,feedback_sentiment,recent_score_delta
15,35,quiz,7.51,311,too easy,1744307345,0.9064537980133767,-5.245080931908088
26,47,lecture,11.48,145,just right,1744317777,0.1046289556858071,-10.864721265042867
37,31,assignment,23.77,342,just right,1744300710,0.5451756279293296,13.931746005484953
89,25,quiz,44.57,12,just right,1744267736,0.32179128128288625,-17.81303977615222
55,8,lecture,78.98,171,just right,1744266492,-0.42388375370264986,-1.3043888567364021
2,12,quiz,24.75,521,too hard,1744303626,0.17503961873110407,-0.9875375013634766
76,2,lecture,54.35,86,too hard,1744252210,0.7787469035354135,2.8048958943006532
19,15,assignment,9.04,194,too hard,1744271195,-0.007229438881817263,-12.096232140239408
32,40,quiz,46.45,579,too hard,1744303482,0.18029068567310902,14.848043029788471
87,32,assignment,17.76,489,just right,1744305525,0.06292744994754385,18.612106547891393
69,11,quiz,21.12,172,too hard,1744323222,-0.4351902453915444,1.9581956801950895
55,17,quiz,36.68,30,too easy,1744269386,0.28732621691736004,-9.754985547894194
89,21,quiz,76.13,586,too easy,1744307806,0.018940072907206673,15.073057357723307
99,22,quiz,74.4,587,too easy,1744266320,-0.5349080104464992,19.52691596913121
56,33,assignment,41.5,307,too hard,1744252242,0.7907563046393047,9.675179269887092
29,29,quiz,11.87,308,too hard,1744311670,0.9000915878719153,-6.651821057610135
84,15,assignment,28.07,291,too easy,1744318072,-0.889254689436449,-10.559188273100034
36,21,quiz,50.54,481,too hard,1744298945,0.24469751360122638,-13.735238681217616
71,2,lecture,86.94,419,just right,1744308339,-0.1699086195096089,-10.602438179796128
86,42,lecture,96.83,401,too hard,1744299604,0.05190862058324841,-10.906009086808686
82,38,quiz,63.75,174,too easy,1744265949,-0.2523405484500425,18.69675470194933
53,3,lecture,35.07,91,too easy,1744240877,-0.05128303282409674,5.729535815129832
85,25,quiz,69.35,173,too hard,1744267490,-0.3531321323806955,-13.320981176210731
86,13,assignment,33.62,113,too hard,1744298977,-0.7647934442083995,-0.47834962398530934
39,24,lecture,62.55,139,too easy,1744239582,-0.39593472675130625,-12.614567349071194
76,31,quiz,24.38,129,too easy,1744300863,0.34066452733158714,4.240672045479904
11,15,quiz,26.7,268,too hard,1744315332,-0.8992369549360322,-6.343751832111231
76,6,assignment,7.52,113,too hard,1744316070,-0.23453522773218105,-12.176293157336438
90,41,assignment,42.01,373,too easy,1744306340,-0.9154016659435962,-10.2883604789344
30,10,quiz,61.82,555,too easy,1744288520,-0.2874674629217502,7.003947527010681
79,9,quiz,78.88,378,too easy,1744293137,-0.8247766169805657,-3.6785728404193705
72,50,quiz,81.03,335,too easy,1744288758,-0.3207198053054017,0.5263593327998173
53,41,quiz,99.24,194,too easy,1744245764,0.6761753893235594,12.85355594912221
82,50,quiz,8.78,403,too easy,1744318027,0.22681740307003295,6.216856105236431
74,41,quiz,49.31,353,too easy,1744296907,0.364588848586624,-1.5034575154149366
8,5,assignment,52.14,539,too hard,1744241636,0.007600255453186877,18.16227220363595
99,45,lecture,80.45,426,just right,1744260880,0.8447634027731299,-11.41979614238771
20,44,quiz,26.64,240,just right,1744255731,0.0823172764077249,-8.440320299019334
12,41,quiz,6.94,144,too hard,1744241354,-0.7914118237325591,16.457258030044805
67,19,assignment,31.38,54,just right,1744289922,0.8662061212580938,14.12900968766077
84,20,lecture,98.39,501,too hard,1744294976,-0.7338732641303864,-14.797703922949728
50,33,assignment,89.94,431,too hard,1744269138,0.9983406836261617,17.19788442181372
12,43,assignment,39.52,560,too hard,1744273910,-0.12923147636839039,-19.593251023212446
54,37,quiz,87.63,154,too hard,1744265934,-0.8530290658293607,12.896835137914707
88,31,quiz,3.28,326,just right,1744296506,0.7282042109142579,-8.847903247527963
80,39,assignment,31.42,572,too hard,1744252469,-0.8142341970070324,-12.45372011283238
54,13,quiz,72.68,302,too easy,1744293387,-0.6511353579763755,-2.051614792406113
74,38,quiz,22.15,588,too hard,1744294300,-0.16530589593113487,15.883315688158234
19,45,quiz,19.84,545,just right,1744240840,0.3523725419563144,11.435914916994392
14,6,lecture,86.18,475,just right,1744275839,-0.7577199671721684,18.682753361077516
52,47,lecture,61.6,58,just right,1744262932,0.2452503678204121,1.6399533195897256
78,8,quiz,98.9,468,just right,1744290546,0.5607727640063527,0.4223978433424378
22,43,assignment,13.47,434,too easy,1744302297,-0.7530077917070246,-19.47872033504041
4,10,lecture,35.61,77,too hard,1744301598,0.29514122398359666,-12.775696683938808
59,41,assignment,31.12,518,too easy,1744284579,0.9177517630505936,-0.09518817123263545
34,4,quiz,88.01,219,too hard,1744304828,0.9347900722850746,10.102681812858204
64,14,assignment,25.53,309,too hard,1744324557,-0.6766747924589454,12.904103120831067
18,4,assignment,35.35,133,too easy,1744274604,0.5194081731248468,-8.669346363327417
98,24,lecture,14.28,301,too easy,1744240605,0.6932648694957007,8.498289692977327
82,47,assignment,77.54,430,just right,1744294389,0.7779264761178288,13.141177618004477
31,21,assignment,23.77,59,too hard,1744324188,-0.35263716288480396,-5.00782342701207
84,10,lecture,6.83,192,too hard,1744257018,-0.4597631010679055,7.822234508352967
100,46,quiz,43.51,256,too hard,1744315975,-0.9042778696832872,-2.5087545056587466
42,25,assignment,39.15,97,too hard,1744314662,-0.2010564382407869,19.426089894886445
74,6,quiz,17.76,559,too hard,1744294125,-0.7520871021912985,-19.73329819394919
3,16,quiz,13.36,570,too hard,1744315235,0.5725146303375939,-3.426198414422444
85,44,quiz,89.66,81,just right,1744283635,-0.7140668562628769,-9.451343884816946
100,28,lecture,6.78,565,too hard,1744322594,0.6378106996724564,13.989462128864666
55,36,quiz,9.93,300,just right,1744276590,-0.7847728770505782,-8.514966675081098
10,33,assignment,24.5,513,too hard,1744254705,-0.03876904147773552,1.7538189431219209
71,30,quiz,95.28,322,too hard,1744285699,-0.2307314839536705,9.610777927890439
22,36,quiz,8.54,297,too easy,1744256512,0.20308756923519589,-0.11078904134814493
23,25,quiz,81.6,517,too hard,1744314132,0.037543713290305814,-3.583898012569108
76,13,assignment,89.21,80,too easy,1744308007,0.19725305231019497,-18.299279801747556
13,39,quiz,37.79,170,too easy,1744294862,-0.998072629591872,-19.08271324981273
40,15,quiz,29.39,136,too easy,1744290298,-0.7449927653605044,18.292887802281555
13,38,quiz,67.74,465,just right,1744251304,0.034240369502853474,5.729762300008726
97,30,lecture,70.26,538,too easy,1744294325,-0.5406677926267176,13.010151932370782
95,14,assignment,78.0,313,too easy,1744295828,-0.8473656906500424,-0.7824647110062557
51,50,lecture,83.06,499,too easy,1744251879,-0.5645978306244099,-9.53676015316205
64,4,assignment,26.84,248,too hard,1744307150,0.5597191163623074,-8.218488809604004
92,1,quiz,68.7,185,just right,1744323859,0.08338818606994547,-18.26033525976293
83,3,assignment,13.49,219,just right,1744313400,-0.6198462316867823,11.635340653141938
85,45,assignment,51.07,578,just right,1744262739,-0.9680432559478018,3.262831227935422
96,50,assignment,61.29,368,just right,1744260035,-0.28480881272064873,-0.7679289244628684
90,36,assignment,16.17,198,too hard,1744243732,-0.285060816395164,14.091881786715426
13,4,lecture,7.65,518,too easy,1744259503,0.4702504172878199,-2.2061988949166924
29,43,assignment,19.47,565,too hard,1744311409,0.8388723628522561,17.917205993373514
71,14,lecture,42.06,42,just right,1744318446,-0.25597188206333055,-19.470538824701574
47,25,lecture,88.78,510,too hard,1744269641,0.3762653619864722,19.384654446487993
26,39,quiz,53.19,321,too hard,1744324324,0.2698110751671141,12.635341297892268
70,3,assignment,74.85,549,just right,1744315819,-0.15583943113090948,-5.802431912968661
96,7,quiz,17.41,160,too easy,1744298989,-0.8682198390161657,3.814542404743282
100,8,assignment,10.6,584,too hard,1744297886,-0.05307099779126356,14.584200486210129
23,44,lecture,23.96,528,just right,1744250495,-0.29172288874603325,-0.7360658767809767
75,7,lecture,31.39,120,too hard,1744279454,0.1003887717013765,-17.95801152047382
56,48,lecture,54.81,141,too hard,1744268139,-0.7492058430651416,16.14784328835571
85,25,assignment,88.12,529,too hard,1744298865,0.4484796059308471,0.6806498751022261
19,17,assignment,42.61,314,too easy,1744281508,0.5755008677173541,1.8062896480616502
98,26,assignment,51.88,38,too hard,1744308935,-0.22307671691383413,-19.45127293205239
50,4,assignment,0.46,360,too hard,1744301467,-0.6494482782042792,-15.997357202259948
35,49,assignment,3.33,527,too easy,1744273356,0.24715602250531088,11.095913821280842
49,18,quiz,8.38,501,too hard,1744319817,0.9116239351477806,-2.602026053008739
95,4,assignment,69.9,417,too hard,1744308935,0.4010063388594096,19.92233251511857
46,17,quiz,48.62,517,too easy,1744260400,-0.7530355320607702,7.827107028532186
93,47,assignment,19.3,114,just right,1744304381,-0.20555980366443727,17.98404577563663
70,17,assignment,59.26,561,too hard,1744299315,0.8307376945796157,-8.825914889189232
100,45,assignment,54.46,329,just right,1744278687,0.2688452353121802,-12.953857397921382
53,25,assignment,8.88,55,just right,1744250370,-0.7056956076636984,-4.93642298077852
31,3,lecture,64.04,250,just right,1744312808,0.4491843997225724,-9.409258179804777
96,12,lecture,76.72,279,too easy,1744288710,-0.29296242199992695,4.534627221616251
84,27,quiz,28.66,46,too easy,1744266486,-0.020931215687693516,9.777681848422567
22,17,quiz,68.75,214,too hard,1744283981,-0.16990687846282504,-3.9160994823066915
67,22,assignment,19.97,495,just right,1744261855,0.4513932075096392,-16.4061589266672
8,39,assignment,75.67,119,too easy,1744308900,-0.5641877348469371,-18.9467215414413
19,39,assignment,91.18,495,too easy,1744290936,-0.2232604404877816,-11.278891724205664
31,43,assignment,44.19,327,just right,1744267580,0.48909143692360457,9.299497436215969
32,48,lecture,24.46,85,too easy,1744252342,0.40956558735934956,-11.137903467807435
79,36,quiz,39.92,507,just right,1744281765,-0.5965114464949592,16.438970487667532
55,16,quiz,25.01,488,too easy,1744248901,-0.2986721214741801,6.065740371584901
31,37,quiz,0.12,398,just right,1744300538,-0.9712719504119784,14.483585486644593
67,29,lecture,65.05,597,too easy,1744261181,0.06034503967332183,-4.567411007659832
51,14,assignment,4.25,373,too easy,1744277953,-0.4381171955856227,19.341994500922077
96,7,lecture,21.04,318,too easy,1744251914,-0.9762681666174531,7.179936436212948
74,41,lecture,72.24,72,too easy,1744266016,-0.15058998701578297,-5.7216049797442725
92,28,quiz,66.57,276,just right,1744304192,0.853739423356497,-11.498434686402742
27,13,lecture,7.33,42,too hard,1744279190,0.8468023313242474,14.661253252358868
48,16,quiz,66.01,49,too hard,1744288536,-0.25579429269851794,-7.276068964983352
43,21,lecture,93.06,269,too easy,1744294178,-0.10164423686220214,-18.225430297869593
95,4,quiz,7.45,276,too hard,1744314155,-0.5146370730538006,-8.853651490350805
51,39,quiz,41.57,234,too easy,1744297237,-0.8633844445518126,-12.821945201501347
98,35,assignment,72.94,392,too hard,1744276290,0.387853365574504,-7.210751360960437
69,15,quiz,66.77,507,too easy,1744306663,0.6001054136328625,4.530647184969894
75,26,lecture,22.65,14,too hard,1744249939,0.7602092827206526,0.017275497549988472
71,46,quiz,16.31,455,too hard,1744312030,0.8705745822659454,8.434015293692255
72,7,lecture,78.42,297,too easy,1744277710,0.8319267318085317,-6.646714454529681
81,18,quiz,95.62,67,too hard,1744290780,-0.9452331517647976,-15.207663208401483
50,25,assignment,76.76,81,too easy,1744319270,0.9561898165592961,-13.589289162612381
61,37,assignment,96.32,550,too hard,1744247390,-0.24099595677389618,11.89131059058489
41,21,lecture,60.5,91,just right,1744313987,0.7722153696795899,-16.0803736927774
51,8,quiz,92.91,286,just right,1744271424,-0.11847959949571885,11.925048707457595
78,20,lecture,69.04,531,just right,1744319200,-0.1556189779500161,-11.494825980760787
24,18,assignment,90.89,583,too easy,1744277482,-0.9776187720876595,7.136184721062776
30,19,lecture,16.16,145,too easy,1744264106,-0.8951171052004363,4.923851549277064
52,3,lecture,81.56,123,too easy,1744280436,0.34255813008027536,-16.06958252958235
50,38,quiz,19.67,166,just right,1744264526,0.8752812148530111,6.634540083353755
57,18,assignment,2.74,405,too hard,1744262284,-0.5511994666136182,-2.0997003170074002
62,27,assignment,51.76,238,too easy,1744319463,-0.8121619412274002,8.286477451245226
79,15,quiz,31.83,264,just right,1744282380,-0.5722859340302613,13.418954743091888
53,46,quiz,4.35,188,too easy,1744249824,-0.5753603068703343,-18.420025231786077
68,21,quiz,98.03,238,too easy,1744249382,-0.41372879296473464,5.9185132751375455
77,22,assignment,66.65,376,too hard,1744303771,-0.8105130649106878,-15.801686895848759
69,8,assignment,90.18,40,too easy,1744261149,-0.5289465760567578,-4.844977024126727
31,11,quiz,99.91,117,too easy,1744267821,0.8425496686657261,-19.492859758907922
76,43,lecture,39.2,291,too hard,1744256430,0.7804384748987414,-6.854247544796191
30,12,assignment,25.47,399,too easy,1744248836,-0.3673913185581732,-13.225806028417658
10,48,quiz,18.39,550,too easy,1744266832,0.9937869157102586,2.25057179386814
94,39,quiz,51.52,538,too hard,1744290676,-0.40329378503688074,0.4908594454014583
90,27,lecture,60.61,413,too easy,1744320743,0.4436596381566993,11.730976812151354
44,35,quiz,47.24,179,too easy,1744249743,0.2880176441078184,5.598452539899974
6,2,lecture,38.73,184,just right,1744282903,-0.8708917091065425,8.58503533682584
27,35,lecture,16.83,83,too hard,1744268840,-0.31540630799060443,-16.30079689795144
20,31,assignment,44.19,463,just right,1744252690,0.9029992355875427,-18.8894069165188
92,8,quiz,8.52,518,too hard,1744296399,-0.89826613344109,18.78166158600429
20,20,assignment,86.5,249,too easy,1744254631,-0.6502313500683479,-2.918703659663123
12,8,assignment,4.69,105,just right,1744272668,0.9418915517414395,-4.201025252823531
85,4,assignment,38.06,523,just right,1744253248,-0.9204144803012495,-18.59950357099365
94,31,quiz,10.01,211,just right,1744312539,-0.10678530333106595,-15.243567752932705
49,32,quiz,77.5,46,just right,1744278876,0.8367020779267096,17.61895710243705
52,13,quiz,31.27,100,too hard,1744321088,0.8873575770859785,7.793802638680663
10,22,assignment,11.31,242,too easy,1744297537,0.9586417831601963,-3.6315180171060177
5,26,lecture,53.15,262,too easy,1744287824,-0.03735747694192115,16.179365309131327
64,17,assignment,91.63,380,just right,1744280861,-0.8270400243370677,3.5957137540721327
58,29,lecture,90.86,453,too easy,1744274505,0.5454065632744658,9.858721943419475
8,27,quiz,24.97,450,too easy,1744240643,0.41796694419451264,-2.736017436426433
30,22,quiz,71.97,73,too hard,1744265716,0.15922678953960556,-2.7388773506605872
17,18,assignment,3.03,14,too easy,1744271365,0.7764717432571069,-17.26598000865858
67,5,lecture,13.19,81,too easy,1744261201,0.8231401779735612,9.358930766786273
21,12,quiz,49.95,406,too easy,1744316482,0.36648854650715945,-16.03530386158354
16,2,quiz,22.88,339,too easy,1744247176,-0.7758001055877435,10.570695529105556
96,42,assignment,79.83,557,just right,1744252065,-0.8089496541727603,-12.365676484709493
27,7,assignment,93.11,156,too hard,1744296665,-0.18274049570746986,-10.105309932846126
6,47,assignment,0.43,424,too hard,1744324444,-0.4145988029106906,16.7155902241989
42,26,lecture,23.29,358,too hard,1744292085,-0.7340336311503601,-1.1372934207423029
16,39,lecture,43.96,374,too easy,1744277933,0.22238164238480085,-14.990298951807915
45,15,quiz,56.31,425,just right,1744281749,0.3670596079270727,16.203261980783466
3,48,assignment,91.59,516,too hard,1744270183,0.39593652648991706,-1.9041192311540378
40,33,quiz,89.19,532,just right,1744307822,-0.6494454824585694,-14.777946854181593
20,47,lecture,63.72,259,too hard,1744315818,-0.3883123857706805,-4.36708113870762
7,3,quiz,25.74,258,just right,1744285950,-0.601894192870603,3.573170122265207
59,42,quiz,78.33,360,too easy,1744289559,0.20266846235596203,-5.506318831465201
11,48,assignment,20.27,278,too easy,1744252230,0.134162870683753,16.973062326445387
93,2,quiz,96.52,457,too hard,1744268043,0.006626874189816556,-9.212647051489933
52,17,assignment,0.58,92,too hard,1744290181,-0.4078868828986375,-12.96698337804916
3,1,quiz,56.98,550,too hard,1744295867,-0.5258941464057363,-11.161953134497825
21,36,quiz,8.84,416,too easy,1744262864,0.7808156645121436,-16.650002136020113
53,43,lecture,40.76,348,too easy,1744286564,-0.9022920868142443,-1.9081546336467667
96,17,lecture,63.49,89,too hard,1744258318,0.3127967577769315,15.13335711898769
30,2,quiz,68.96,104,too hard,1744285847,-0.9608460379394428,-7.786415780850939
11,33,quiz,78.56,268,too easy,1744298317,-0.612323744647397,-9.66649526022029
81,29,assignment,59.33,131,too hard,1744280563,-0.42103306227410076,13.495386569898663
25,6,lecture,25.13,133,too hard,1744276487,0.7729719385224845,-7.76020578276276
50,43,lecture,88.93,544,too hard,1744281536,-0.7245301328546587,-0.9243208177991171
89,36,quiz,81.11,298,too easy,1744287428,0.8756131108294567,-18.750476121278922
9,24,assignment,16.01,471,too easy,1744289802,0.6309126084711949,-8.517130057845002
45,11,lecture,82.65,101,just right,1744273651,0.35809284823358345,-14.777601197607012
29,5,quiz,97.26,33,just right,1744244027,-0.17650770759846157,-15.766155521099844
62,30,quiz,63.72,116,just right,1744262229,0.8105137542462244,-2.7433040272152525
15,10,quiz,28.18,61,just right,1744288683,0.055910059617701346,-8.906704403517885
19,37,quiz,60.66,303,too hard,1744241246,-0.25758494412038524,-13.342129436003143
15,27,quiz,34.25,309,too easy,1744282368,0.17124798012921638,0.4594108108113488
39,27,lecture,67.59,354,too easy,1744311387,-0.5354647012527267,11.361759317781935
35,24,lecture,54.48,391,just right,1744257671,-0.45424364556195584,9.394365998184668
13,3,assignment,92.95,577,too hard,1744295245,0.8386290160228185,-9.969482704695402
16,38,quiz,61.79,203,too easy,1744278254,0.5878536830558696,-9.474614126437109
67,26,assignment,21.4,566,too easy,1744258861,0.027001458342224005,9.276072570344255
95,45,quiz,72.51,445,too hard,1744283552,-0.166865217536454,2.2867410614261594
55,48,quiz,30.09,394,too hard,1744242305,0.6151398780164488,9.69665978507161
65,39,quiz,27.24,381,just right,1744275305,0.14127266671798644,-19.9453854064419
35,18,assignment,39.18,329,just right,1744285670,-0.1699325328879775,-16.514475205521315
16,3,quiz,1.2,248,too hard,1744307769,0.03089758399145448,12.078802585016618
1,38,assignment,96.91,401,too easy,1744256958,-0.5345815122740283,14.044751631035453
50,42,lecture,53.23,294,too hard,1744244597,-0.5960602345922998,-6.2623928703286005
14,48,quiz,77.35,22,too hard,1744274515,0.9781815580318456,18.33339435829125
62,25,assignment,25.79,394,too easy,1744321232,0.9391836423061004,-7.937222695141788
7,13,lecture,74.66,550,too easy,1744300628,-0.15834578198601434,15.611329607418817
23,25,quiz,56.72,302,just right,1744305287,0.030523063639593007,-3.131636603742386
99,24,lecture,42.41,266,too hard,1744308929,0.6543882755642976,2.472346336742355
63,41,quiz,97.07,117,just right,1744269787,0.4516713101669927,5.730890773263539
29,16,assignment,49.38,590,too hard,1744301064,-0.8009015330009228,-14.675668891733963
22,43,quiz,65.75,192,too hard,1744291503,-0.250777891437588,-18.515543921598304
80,41,quiz,1.53,376,too easy,1744246019,-0.49969751353712266,-2.927988502393461
93,42,assignment,30.15,543,too hard,1744304964,0.9852603833589724,-13.58573906306721
6,11,assignment,88.87,532,too hard,1744262896,0.49740317686417557,1.9573526591346813
82,21,assignment,75.9,294,too easy,1744323956,-0.9044695817004731,-1.8543220168295171
29,31,quiz,53.68,268,too easy,1744303563,0.8000759331982727,-15.116095083940415
89,15,lecture,90.02,182,too easy,1744253825,0.8559167595979442,6.63140187780083
2,45,assignment,48.62,339,too hard,1744278456,-0.3334620474266101,-19.180208451180647
64,49,lecture,56.65,461,too easy,1744249882,0.28395552378275624,-14.944667733180612
96,36,assignment,38.22,480,too hard,1744294693,0.3640779846766482,8.006568833786943
36,43,assignment,62.0,90,just right,1744314974,0.4590952431878035,1.114216791458169
96,1,quiz,31.9,330,too easy,1744300806,0.38701454616838293,-8.72268128716286
20,28,assignment,38.55,450,just right,1744317119,0.11943601680987781,-12.790154773445256
55,33,lecture,96.63,408,just right,1744261327,0.9076878211157913,5.691349209022661
37,3,quiz,11.13,197,too easy,1744274844,0.0247483442553591,-11.77613340012475
97,15,assignment,10.53,447,too easy,1744307263,-0.7781735435464061,19.384443189862488
52,33,lecture,4.33,457,too hard,1744246556,-0.8391490336536744,14.772448833687754
69,32,quiz,32.0,479,too easy,1744315426,-0.9632467615423221,-14.713682007296889
70,23,lecture,39.82,549,just right,1744251017,-0.14415322627146177,14.366102517755266
22,26,quiz,9.45,470,just right,1744242737,-0.45352746983583336,-6.198288731680339
85,48,quiz,54.91,524,just right,1744292802,0.7904378306933879,-0.4007271915303967
83,17,quiz,58.33,246,too hard,1744249431,0.7342957172670446,-14.287028193905321
15,9,assignment,75.1,190,too hard,1744314238,0.6756850043187905,-15.257110347794725
98,5,quiz,97.6,419,too easy,1744249195,0.7345562347987462,14.619718642491335
47,29,assignment,61.94,525,too easy,1744306455,-0.40478864107118295,5.19608964134795
71,6,assignment,11.17,81,too easy,1744263886,-0.1477649115406452,-1.5815595993288198
81,47,assignment,8.85,191,just right,1744251978,-0.3765238814483356,-18.55344574506018
69,41,assignment,77.75,113,just right,1744288362,-0.8278378937542976,16.878479489713563
52,35,quiz,65.03,281,just right,1744251961,0.8480925870365335,-4.956470914694835
39,21,assignment,16.19,296,too easy,1744301291,0.23185253148326912,-3.33403317611538
2,45,lecture,25.34,96,too easy,1744251330,-0.7348952001250204,-8.407618824351877
91,45,lecture,75.02,395,just right,1744285462,-0.5878820866923431,15.651600795763272
45,23,quiz,56.62,82,too easy,1744309718,-0.09849474496389998,-6.21660925128575
24,35,assignment,58.5,319,too hard,1744258473,-0.8962118441022062,-13.030027685647472
61,46,lecture,21.0,452,too easy,1744313601,-0.45601643754394305,0.022287796977789043
92,2,lecture,62.91,245,just right,1744318122,0.40689277534241364,11.259706372244782
65,42,assignment,77.06,594,too easy,1744253297,0.8408129640595448,-5.146460946208471
53,9,assignment,88.53,239,too hard,1744313128,0.8574628315027055,6.081845715054946
21,13,quiz,73.67,263,just right,1744264537,0.04005816690179942,-7.831027875708569
92,43,lecture,57.64,364,too easy,1744240204,-0.375689490311758,8.79049239879786
67,34,quiz,67.33,504,too easy,1744240720,0.8414913102480737,6.748954943336777
94,16,lecture,48.51,419,too easy,1744300187,0.573269812402529,7.230192056904393
1,5,assignment,22.69,208,too easy,1744274490,0.17422383180852585,5.836305703761006
59,1,lecture,88.22,438,too hard,1744303184,0.6691058028959425,-13.747506672364068
47,40,lecture,53.26,484,too easy,1744269017,-0.08233926230484379,15.519639386996339
18,22,lecture,59.43,597,too easy,1744321407,-0.7756103305967459,3.4301093202482704
33,48,assignment,99.01,351,just right,1744296790,0.8764762391401073,-4.704517599145168
15,46,assignment,98.5,483,too hard,1744309398,0.06801415407065936,-13.106588065901876
24,26,lecture,58.63,406,just right,1744303298,0.3905811046289063,11.343243999583382
36,34,lecture,3.4,435,too hard,1744246634,-0.21541541423641353,0.36193173704086945
60,50,assignment,39.61,54,too easy,1744308463,-0.7285169553150612,-14.108276757330035
34,21,assignment,93.73,352,too hard,1744318330,-0.4562364101019525,16.856834229276473
90,7,assignment,28.83,26,just right,1744287299,-0.9126547408679846,-15.756702767862114
51,25,lecture,99.93,228,too easy,1744280323,-0.8248407961830937,0.9688478175641215
40,12,quiz,8.43,200,just right,1744251819,-0.5901617753435633,4.423255871607914
22,31,quiz,56.81,400,just right,1744281855,0.12202226205150146,19.95938380588693
16,47,assignment,51.54,448,too hard,1744249265,0.9857694739593992,-14.363371609499733
42,27,quiz,25.54,506,too easy,1744252699,0.6874466183008991,4.542407890345707
16,22,lecture,94.86,103,just right,1744315120,-0.8282658938139162,-0.9313682208256964
5,34,quiz,61.92,104,just right,1744285920,0.6846873433249734,-9.715416624950631
6,17,quiz,23.02,91,too hard,1744283717,0.07262261629248012,17.688406794222587
42,11,quiz,38.4,349,just right,1744278308,0.3206469348266232,11.633747322472097
88,29,assignment,72.12,369,too easy,1744264094,-0.7404685598086724,11.082311436916406
30,34,lecture,29.77,121,too easy,1744266832,-0.20911954578734693,15.967441812885959
32,37,assignment,87.96,312,too hard,1744314272,0.7682434297419776,9.001762503078822
53,49,quiz,16.57,60,just right,1744284733,-0.14926874191305473,0.2695784386551239
19,48,assignment,26.45,290,too hard,1744278004,-0.7457730448153586,-4.3385397992018895
51,26,lecture,14.49,122,too hard,1744286856,-0.3778494288013612,8.165341078537445
28,45,lecture,10.42,45,just right,1744267597,-0.5569605592641766,4.11247211007101
47,45,lecture,30.03,87,too easy,1744248439,0.37379408018928895,1.7150590674782897
72,45,lecture,99.92,549,too hard,1744304022,0.82205552876882,3.5622860098154305
